0.0	0.052932486	0.5961208	0.3176769	
1.0E-5	0.052932486	0.5961208	0.3176769	
2.0E-5	0.052932486	0.5961208	0.3176769	
3.0E-5	0.052932486	0.5961208	0.3176769	
4.0E-5	0.052932564	0.5961207	0.31767693	
5.0E-5	0.05293272	0.5961207	0.31767693	
6.0E-5	0.052932948	0.59612066	0.31767696	
7.0E-5	0.052933246	0.59612066	0.317677	
8.0E-5	0.052933607	0.5961206	0.31767705	
9.0E-5	0.052934032	0.5961205	0.31767708	
1.0E-4	0.052934516	0.5961204	0.31767714	
1.1E-4	0.052935056	0.5961203	0.3176772	
1.2E-4	0.05293565	0.5961202	0.3176773	
1.3E-4	0.05293629	0.59612006	0.31767738	
1.4E-4	0.05293698	0.59611994	0.31767747	
1.5E-4	0.052937716	0.5961198	0.31767756	
1.6E-4	0.052938495	0.59611964	0.31767768	
1.7E-4	0.052939314	0.59611946	0.31767777	
1.8E-4	0.052940175	0.5961193	0.3176779	
1.9E-4	0.05294107	0.5961191	0.31767803	
2.0E-4	0.052942	0.5961189	0.31767815	
2.1E-4	0.05294296	0.5961187	0.3176783	
2.2E-4	0.052943956	0.5961185	0.31767845	
2.3E-4	0.05294498	0.5961183	0.3176786	
2.4E-4	0.052946035	0.59611803	0.31767878	
2.5E-4	0.05294711	0.59611773	0.31767896	
2.6E-4	0.052948218	0.5961175	0.31767914	
2.7E-4	0.052949343	0.5961172	0.31767932	
2.8E-4	0.052950494	0.59611696	0.31767952	
2.9E-4	0.052951664	0.59611666	0.3176797	
3.0E-4	0.052952856	0.5961163	0.3176799	
3.1E-4	0.052954067	0.596116	0.31768012	
3.2E-4	0.052955292	0.5961157	0.31768036	
3.3E-4	0.052956536	0.59611535	0.3176806	
3.4E-4	0.052957796	0.596115	0.3176808	
3.5E-4	0.052959073	0.59611464	0.31768107	
3.6E-4	0.052960362	0.5961143	0.3176813	
3.7E-4	0.052961662	0.5961139	0.31768158	
3.8E-4	0.052962977	0.5961135	0.31768182	
3.9E-4	0.0529643	0.5961131	0.3176821	
4.0E-4	0.052965637	0.5961127	0.3176824	
4.1E-4	0.052966982	0.5961123	0.31768265	
4.2E-4	0.052968338	0.59611183	0.31768295	
4.3E-4	0.052969705	0.5961114	0.31768325	
4.4E-4	0.052971076	0.59611094	0.31768355	
4.5E-4	0.052972455	0.5961105	0.31768385	
4.6E-4	0.05297384	0.59611005	0.31768417	
4.7E-4	0.052975234	0.59610957	0.3176845	
4.8E-4	0.052976634	0.5961091	0.31768483	
4.9E-4	0.05297804	0.5961086	0.31768516	
5.0E-4	0.052979447	0.5961081	0.31768548	
5.1E-4	0.052980863	0.59610754	0.31768584	
5.2E-4	0.052982282	0.59610707	0.3176862	
5.3E-4	0.0529837	0.5961065	0.31768656	
5.4E-4	0.052985128	0.596106	0.31768692	
5.5E-4	0.052986555	0.5961054	0.31768727	
5.6E-4	0.052987985	0.59610486	0.31768766	
5.7E-4	0.05298942	0.59610426	0.31768805	
5.8E-4	0.052990854	0.5961037	0.31768844	
5.9E-4	0.05299229	0.59610313	0.31768882	
6.0E-4	0.05299373	0.59610254	0.3176892	
6.1E-4	0.052995168	0.59610194	0.31768963	
6.2E-4	0.05299661	0.5961013	0.31769004	
6.3E-4	0.052998047	0.5961007	0.31769046	
6.4E-4	0.05299949	0.59610003	0.31769088	
6.5E-4	0.05300093	0.5960994	0.3176913	
6.6E-4	0.053002372	0.5960988	0.31769174	
6.7E-4	0.053003814	0.5960981	0.3176922	
